account,amount,%,balance,date
dao.hypha,7722.55,0.26,7722.55 HYPHA,2022-01-03T08:58:18.005Z
jasondoh1155,7468.69,0.25,7468.69 HYPHA,2022-01-03T08:58:18.089Z
nicktucker11,7255.25,0.25,7255.25 HYPHA,2022-01-03T08:58:18.109Z
aleksandardj,6572.62,0.22,6572.62 HYPHA,2022-01-03T08:58:18.018Z
zerowastebcn,6500,0.22,6500.00 HYPHA,2022-01-03T08:58:18.776Z
dbeverywhere,6203.59,0.21,6203.59 HYPHA,2022-01-03T08:58:18.044Z
anneloes3313,5405.99,0.18,5405.99 HYPHA,2022-01-03T08:58:18.114Z
sienaraa3535,5160.79,0.18,5160.79 HYPHA,2022-01-03T08:58:18.774Z
azarltfpa455,4950,0.17,4950.00 HYPHA,2022-01-03T08:58:18.051Z
stephengomes,4687.5,0.16,4687.50 HYPHA,2022-01-03T08:58:18.822Z
jasonrswamy1,4605.71,0.16,4605.71 HYPHA,2022-01-03T08:58:18.061Z
hyphax.seeds,4432.72,0.15,4432.72 HYPHA,2022-01-03T08:58:18.006Z
lukegravdent,4274.62,0.14,4274.62 HYPHA,2022-01-03T08:58:18.011Z
kimmarsh1111,3518.53,0.12,3518.53 HYPHA,2022-01-03T08:58:18.027Z
rainskyarel5,3275.43,0.11,3275.43 HYPHA,2022-01-03T08:58:18.784Z
stephenreid1,3104,0.11,3104.00 HYPHA,2022-01-03T08:58:18.824Z
carleymonty1,3081.82,0.10,3081.82 HYPHA,2022-01-03T08:58:18.019Z
lukskywalker,2777.75,0.09,2777.75 HYPHA,2022-01-03T08:58:18.018Z
gguijarro123,2691.71,0.09,2691.71 HYPHA,2022-01-03T08:58:18.060Z
seedsofheart,2545.9,0.09,2545.90 HYPHA,2022-01-03T08:58:18.825Z
adafriedrich,2534.52,0.09,2534.52 HYPHA,2022-01-03T08:58:18.063Z
sanjeevsingh,2525,0.09,2525.00 HYPHA,2022-01-03T08:58:18.788Z
atmalife2312,2316.75,0.08,2316.75 HYPHA,2022-01-03T08:58:18.113Z
martinaepple,2171.2,0.07,2171.20 HYPHA,2022-01-03T08:58:18.101Z
takayaren555,2139.44,0.07,2139.44 HYPHA,2022-01-03T08:58:18.785Z
matteotangi1,2037.5,0.07,2037.50 HYPHA,2022-01-03T08:58:18.099Z
dstudioproto,1949.2,0.07,1949.20 HYPHA,2022-01-03T08:58:18.060Z
christelos55,1904.45,0.06,1904.45 HYPHA,2022-01-03T08:58:18.114Z
virtuousloop,1896.32,0.06,1896.32 HYPHA,2022-01-03T08:58:18.815Z
scientisttop,1817,0.06,1817.00 HYPHA,2022-01-03T08:58:18.778Z
massimohypha,1743.71,0.06,1743.71 HYPHA,2022-01-03T08:58:18.058Z
ronscroggin1,1619.07,0.05,1619.07 HYPHA,2022-01-03T08:58:18.760Z
natajuvbr125,1488.25,0.05,1488.25 HYPHA,2022-01-03T08:58:18.108Z
gerard5ph321,1323.66,0.04,1323.66 HYPHA,2022-01-03T08:58:18.100Z
rpiesveloces,1282.9,0.04,1282.90 HYPHA,2022-01-03T08:58:18.784Z
ugxxqvybh233,1105.23,0.04,1105.23 HYPHA,2022-01-03T08:58:18.785Z
pmdwithseeds,1097.41,0.04,1097.41 HYPHA,2022-01-03T08:58:18.062Z
denistoledoo,1085.08,0.04,1085.08 HYPHA,2022-01-03T08:58:18.113Z
khempoudel12,992.32,0.03,992.32 HYPHA,2022-01-03T08:58:18.065Z
minosdoros55,889.84,0.03,889.84 HYPHA,2022-01-03T08:58:18.034Z
pedromoscoso,865.45,0.03,865.45 HYPHA,2022-01-03T08:58:18.047Z
etherweaver1,811.2,0.03,811.20 HYPHA,2022-01-03T08:58:18.034Z
leoslaagr421,810,0.03,810.00 HYPHA,2022-01-03T08:58:18.109Z
natureboy222,656.4,0.02,656.40 HYPHA,2022-01-03T08:58:18.020Z
radiantseeds,650,0.02,650.00 HYPHA,2022-01-03T08:58:18.778Z
forevergreen,606.69,0.02,606.69 HYPHA,2022-01-03T08:58:18.055Z
imprvsociety,587.66,0.02,587.66 HYPHA,2022-01-03T08:58:18.048Z
starseedyogi,500,0.02,500.00 HYPHA,2022-01-03T08:58:18.804Z
cedricseedss,455,0.02,455.00 HYPHA,2022-01-03T08:58:18.003Z
donations.gm,455,0.02,455.00 HYPHA,2022-01-03T08:58:18.017Z
kuntterbunt1,455,0.02,455.00 HYPHA,2022-01-03T08:58:18.113Z
magic1234555,450,0.02,450.00 HYPHA,2022-01-03T08:58:18.035Z
skyblueearth,431.75,0.01,431.75 HYPHA,2022-01-03T08:58:18.790Z
freedomcell1,325.14,0.01,325.14 HYPHA,2022-01-03T08:58:18.110Z
jedipath3335,321.75,0.01,321.75 HYPHA,2022-01-03T08:58:18.112Z
earthgym.gm,195,0.01,195.00 HYPHA,2022-01-03T08:58:18.005Z
peterrakj234,177.06,0.01,177.06 HYPHA,2022-01-03T08:58:18.099Z
danigorfest3,144.9,0.00,144.90 HYPHA,2022-01-03T08:58:18.042Z
marcmarcmarc,108.44,0.00,108.44 HYPHA,2022-01-03T08:58:18.060Z
cathk33seeds,107.64,0.00,107.64 HYPHA,2022-01-03T08:58:18.061Z
inhabit4love,104.65,0.00,104.65 HYPHA,2022-01-03T08:58:18.101Z
hanssprungli,42.69,0.00,42.69 HYPHA,2022-01-03T08:58:18.049Z
emanwplcl322,35.1,0.00,35.10 HYPHA,2022-01-03T08:58:18.112Z
oumniaabidi1,35.1,0.00,35.10 HYPHA,2022-01-03T08:58:18.055Z
nadimhamdan1,5.87,0.00,5.87 HYPHA,2022-01-03T08:58:18.055Z
bigorna12345,5.82,0.00,5.82 HYPHA,2022-01-03T08:58:18.003Z
originalogos,5.09,0.00,5.09 HYPHA,2022-01-03T08:58:18.056Z
geschichten1,2.09,0.00,2.09 HYPHA,2022-01-03T08:58:18.050Z
jcroemer1111,1.99,0.00,1.99 HYPHA,2022-01-03T08:58:18.074Z
dversityclub,1.01,0.00,1.01 HYPHA,2022-01-03T08:58:18.057Z
vedadogguija,1.01,0.00,1.01 HYPHA,2022-01-03T08:58:18.778Z
coldstorage1,1,0.00,1.00 HYPHA,2022-01-03T08:58:18.113Z
twakefield14,1,0.00,1.00 HYPHA,2022-01-03T08:58:18.776Z
rory,0.86,0.00,0.86 HYPHA,2022-01-03T08:58:18.826Z
andytheseeds,0.82,0.00,0.82 HYPHA,2022-01-03T08:58:18.064Z
belledemoise,0.28,0.00,0.28 HYPHA,2022-01-03T08:58:18.021Z
apostolseeds,0.02,0.00,0.02 HYPHA,2022-01-03T08:58:18.029Z
pedroteux123,0.01,0.00,0.01 HYPHA,2022-01-03T08:58:18.107Z
faanch1134ac,0,0.00,0.00 HYPHA,2022-01-03T08:58:18.108Z
kapishdutta1,0,0.00,0.00 HYPHA,2022-01-03T08:58:18.101Z
michaelmatio,0,0.00,0.00 HYPHA,2022-01-03T08:58:18.020Z
swapx.seeds,0,0.00,0.00 HYPHA,2022-01-03T08:58:18.777Z
